language,text,category,number
en,Have you packed everything?,Travel,830
en,Have you moved all your luggage into the room?,Travel,831
en,Have you lost your luggage?,Travel,832
en,Can you close the window?,Travel,833
en,Can you close the window?,Travel,834
en,Did you see the view outside the window?,Travel,835
en,Will you leave the window open?,Travel,836
en,Did you leave the window open?,Travel,837
en,Do you have any vegetarian options?,Travel,838
en,Did you ask for a cleaning?,Travel,839
en,Have you checked in yet?,Travel,840
en,Are you interested in visiting a cold country?,Travel,841
en,Are you cold?,Travel,842
en,Did you bring the charger?,Travel,843
en,Are you charged up?,Travel,844
en,Are you going to meet a friend?,Travel,845
en,Would you recommend it to your friends?,Travel,846
en,Did you pay with a card?,Travel,847
en,Are you going to pay with a card?,Travel,848
en,Did you get a refill on your coffee?,Travel,849
en,Did you have a cup of coffee?,Travel,850
en,Do you want a cup of coffee?,Travel,851
en,Would you like a cup of coffee?,Travel,852
en,Would you like a cup of coffee?,Travel,853
en,Do you like coffee?,Travel,854
en,Do you want to have a slice of cake?,Travel,855
en,Did you see the outlet?,Travel,856
en,Have you found the boarding gate?,Travel,857
en,Have you found the gate?,Travel,858
en,Are you going to take a taxi?,Travel,859
en,Are you going to take a taxi?,Travel,860
en,Did you pay for the taxi fare?,Travel,861
en,Do you like sitting on the terrace?,Travel,862
en,Did you book a ticket?,Travel,863
en,Did you leave a tip?,Travel,864
en,How much should you tip?,Travel,865
en,Did you leave a tip?,Travel,866
en,Do you like the sound of the waves?,Travel,867
en,Were you startled by the waves?,Travel,868
en,Are you wearing comfortable shoes?,Travel,869
en,Did you buy a ticket?,Travel,870
en,Can you check the ticket for me?,Travel,871
en,Aren't you tired?,Travel,872
en,How was the pizza?,Travel,873
en,Do you like seafood?,Travel,874
en,How much cash do you have on you?,Travel,875
en,Did you book a hotel room?,Travel,876
en,Did you book a hotel?,Travel,877
en,Did you go to the bathroom?,Travel,878
en,Do you know where the restroom is?,Travel,879
en,Did you find the currency exchange?,Travel,880
en,Can you move me to another room?,Travel,881
en,Do you have any other sizes available?,Travel,882
en,Do you have any other colors?,Travel,883
en,What's the next stop?,Travel,884
en,Did you ask if it's for one person or two?,Travel,885
en,Did you ask where the nearest pharmacy is?,Travel,886
en,Did you book a room in advance?,Travel,887
en,Can you check if the gate is far away?,Travel,888
en,Do you know where the police station is located?,Travel,889
en,Do you know what time the show starts?,Travel,890
en,Did you book a shuttle bus to the airport?,Travel,891
en,Can you ask if you can sleep inside the airport?,Travel,892
en,Do you know what time the airport bus departs?,Travel,893
en,Do you know the quickest route to the airport?,Travel,894
en,Do you know where the tourist information center is?,Travel,895
en,Will you be leaving your valuables at the hotel?,Travel,896
en,Have you ever been to that city before?,Travel,897
en,Do you know if the museum is open today?,Travel,898
en,Did you check if the pass includes transportation?,Travel,899
en,Do you know if there's a coin laundry nearby?,Travel,900
en,May I ask if you have a non-smoking room available?,Travel,901
en,Do you know if you need to buy a train ticket in advance?,Travel,902
en,Are you lost?,Travel,903
en,Are you lost?,Travel,904
en,Did you ask where the heating is?,Travel,905
en,Can you check if there are any remaining seats available?,Travel,906
en,Would you like to go together again tomorrow?,Travel,907
en,Will you be saving a bit of money for tomorrow?,Travel,908
en,Will you be requesting a high floor?,Travel,909
en,Do you have any other payment options available?,Travel,910
en,Would you like to try it on a different device?,Travel,911
en,Did you ask if you could switch to a different room?,Travel,912
en,Would you like to compare the prices at other currency exchange offices?,Travel,913
en,Can you show me the schedule for the next train?,Travel,914
en,Have you decided on your next destination?,Travel,915
en,Have you decided on your next destination?,Travel,916
en,Will you be getting off at the next stop?,Travel,917
en,Where would you like to go next?,Travel,918
en,How long do you have to wait?,Travel,919
en,Have you checked the expected arrival time?,Travel,920
en,Can you check if the route is okay?,Travel,921
en,"Can you give me two consecutive seats, please?",Travel,922
en,Are you going to have dessert?,Travel,923
en,Can I check if you have a late check-out option?,Travel,924
en,Would you mind taking a look at the reviews?,Travel,925
en,Do you want to have a beer?,Travel,926
en,Do you know how much you're allowed to spend tax-free?,Travel,927
en,Do you know the duty-free limit?,Travel,928
en,Did you request a wake-up call?,Travel,929
en,Did you check if there's free Wi-Fi available?,Travel,930
en,Would you mind turning on the meter for me?,Travel,931
en,Did you ask if the museum has an English explanation?,Travel,932
en,Did you buy a museum ticket?,Travel,933
en,Did you ask if we have half plates available?,Travel,934
en,Can I ask if it's okay to go out at night?,Travel,935
en,Are you looking for the bus stop from the hotel?,Travel,936
en,Did you ask if you can use a transportation card on the bus?,Travel,937
en,Did you write down your insurance number?,Travel,938
en,Are you covered by insurance?,Travel,939
en,Do you know where you can report a lost item?,Travel,940
en,Would you like to sit by the emergency exit?,Travel,941
en,Did you sleep during the flight?,Travel,942
en,Have you booked a flight ticket?,Travel,943
en,Does it fit you?,Travel,944
en,Can you send me the picture later?,Travel,945
en,Do you have anything to declare?,Travel,946
en,Are you looking for something on sale?,Travel,947
en,How many pieces of luggage will you be checking in?,Travel,948
en,Do you remember the name of the restaurant?,Travel,949
en,Did you buy a ticket that includes a meal?,Travel,950
en,Have you lost your credit card?,Travel,951
en,Do you have any pain?,Travel,952
en,Do you have any allergies?,Travel,953
en,Would you prefer to call it through the app?,Travel,954
en,Did you check if there's a night tour available?,Travel,955
en,Do you like the night view?,Travel,956
en,Can you take me to the entrance of the night market?,Travel,957
en,Have you looked for a pharmacy?,Travel,958
en,Did you ask if the pharmacist speaks English?,Travel,959
en,Which airline do you usually fly with?,Travel,960
en,What mode of transportation do you use?,Travel,961
en,What's your preferred view?,Travel,962
en,How long do you plan to stay?,Travel,963
en,Can you please ask for it without ice?,Travel,964
en,Did you check if the air conditioner is working?,Travel,965
en,Do you know where the elevator is located?,Travel,966
en,Do you know where I can use a passport photo machine?,Travel,967
en,Did you bring your passport with you?,Travel,968
en,Did you get your passport reissued?,Travel,969
en,Do you live around here?,Travel,970
en,Would you mind waiting here for a minute?,Travel,971
en,Do you keep a travel journal?,Travel,972
en,Can you tell me how to handle emergencies while traveling?,Travel,973
en,Did you have a good time on your trip?,Travel,974
en,How was your trip?,Travel,975
en,Did you check if there's only an English tour available?,Travel,976
en,Do you have an English map?,Travel,977
en,Can you explain the menu in English?,Travel,978
en,Are you going to watch a movie?,Travel,979
en,Did you talk to the person sitting next to you?,Travel,980
en,Did you ask if I have a spare key?,Travel,981
en,Did you make a reservation?,Travel,982
en,How's the weather today?,Travel,983
en,Did you get a map for offline use?,Travel,984
en,Have you already checked in online?,Travel,985
en,Are you looking to buy some clothes?,Travel,986
en,Do you know the Wi-Fi password?,Travel,987
en,Are you thinking of renting a Wi-Fi pocket?,Travel,988
en,Do you feel like your Wi-Fi is weak?,Travel,989
en,Did you check if the round-trip fare is cheaper?,Travel,990
en,Do you know which direction we should head in?,Travel,991
en,Did you bring an umbrella with you?,Travel,992
en,Did you bring an umbrella with you?,Travel,993
en,Did you check if the place is clean and hygienic first?,Travel,994
en,Would you like to ask them to send you their location via message?,Travel,995
en,Do you know where I can find a store that sells SIM cards?,Travel,996
en,Have you been to the historical site?,Travel,997
en,Would you like to order a drink?,Travel,998
en,Please make sure the food doesn't contain peanuts.,Travel,999
en,Did you listen to music?,Travel,1000
en,Do you know if there's a good restaurant around here?,Travel,1001
en,Would you recommend this souvenir shop?,Travel,1002
en,Do you know where the luggage storage is located at this train station?,Travel,1003
en,Are you wondering if this road is safe?,Travel,1004
en,Do you know how to take the bus in this city?,Travel,1005
en,Do you know where the electric car charging stations are in this city?,Travel,1006
en,Can you recommend a taxi app for this city?,Travel,1007
en,Can you wait for me in the lobby?,Travel,1008
en,Do you know if this bus goes into the city?,Travel,1009
en,Do you have an English menu here?,Travel,1010
en,Do you know if you need to transfer here?,Travel,1011
en,"How spicy is this dish, by the way?",Travel,1012
en,Would you be able to recommend some of the most popular tourist spots in this area?,Travel,1013
en,Do you know if there's a good restaurant around here?,Travel,1014
en,Do you know a nice spot with a beautiful sunset?,Travel,1015
en,Do you feel like your schedule is packed too tightly?,Travel,1016
en,Do you think it's a good idea to go to bed early?,Travel,1017
en,Did you ask how much the standing room ticket costs compared to the regular one?,Travel,1018
en,Did you pay the entrance fee?,Travel,1019
en,Can you help me make a dinner reservation?,Travel,1020
en,Can you help me with my luggage?,Travel,1021
en,Can you check if a reservation has been made under my name?,Travel,1022
en,Did you book a room with breakfast included?,Travel,1023
en,Did you ask if breakfast is included?,Travel,1024
en,Did you check your seat number?,Travel,1025
en,Did you find a gas station?,Travel,1026
en,Are you all set?,Travel,1027
en,Can I ask if you'd like to pay now?,Travel,1028
en,Can I ask if you're ready to hand it over now?,Travel,1029
en,Where are you right now?,Travel,1030
en,Can you check if the card machine is working right now?,Travel,1031
en,Do you know what to do when you're running late?,Travel,1032
en,Do you know the subway lines?,Travel,1033
en,Can you check if there's a ticket vending machine for the subway here?,Travel,1034
en,Do you know if luggage storage is free?,Travel,1035
en,Can you hold onto my luggage until tomorrow?,Travel,1036
en,Have you finished packing?,Travel,1037
en,Have you found all your luggage?,Travel,1038
en,Could you keep an eye on my luggage for a minute?,Travel,1039
en,Are you looking for a different baggage claim area?,Travel,1040
en,Would you like a window seat?,Travel,1041
en,Would you like to ask me to repeat that slowly?,Travel,1042
en,Can you ask them to speak more slowly?,Travel,1043
en,Would you mind checking if we can push back the check-out time a bit?,Travel,1044
en,"You asked what time the checkout is, right?",Travel,1045
en,Will you be asking if there's an additional fee?,Travel,1046
en,Have you checked if there are any additional fees?,Travel,1047
en,Do you like cold weather?,Travel,1048
en,Do you have any menu recommendations?,Travel,1049
en,Do you have any good restaurant recommendations?,Travel,1050
en,Can you push back your departure time?,Travel,1051
en,Do you have a cancellation fee?,Travel,1052
en,Did you get a gift for your friend?,Travel,1053
en,Can you pay with a credit card?,Travel,1054
en,Can you please double-check if the card payment isn't working?,Travel,1055
en,Would you like to wait for a bit at the cafe?,Travel,1056
en,Do you often go to coffee shops?,Travel,1057
en,Have you checked the size limit?,Travel,1058
en,Have you checked in yet?,Travel,1059
en,Would you mind showing the taxi driver this address?,Travel,1060
en,Would you like to book a taxi for us?,Travel,1061
en,Did you ask if the guests can use it for free?,Travel,1062
en,Did you book a tour?,Travel,1063
en,How much did you tip?,Travel,1064
en,Did you bring comfortable shoes?,Travel,1065
en,Did you ask if there's a safe in the front desk?,Travel,1066
en,Will you also check with the front desk again?,Travel,1067
