SOURCE,TARGET,SCORE
C'est pour aujourd'hui ?,Aku sudah menonton film itu dua kali.,0
C'est pour demain ?,Apakah karena besok?,100
C'est pour demain ?,Alakah Apaeah karena besok,50
C'est pour demain ?,Kau suka suaraku?,0
Est-ce que ça se passe ce matin ?,Apakah itu terjadi pagi ini?,100
Est-ce que ça se passe ce matin ?,"Apakah itu terjadi pagi ini,",50
Est-ce que ça se passe ce matin ?,Beri aku tanda terima.,0
Ça se passe ce soir ?,Apakah itu terjadi malam ini?,100
Ça se passe ce soir ?,Apakqh itu terjadi malam ini?,50
Ça se passe ce soir ?,Maukah kau ikut denganku besok?,0
Je peux arriver avec 5 minutes de retard ?,Tidak apa-apa jika aku terlambat 5 menit?,100
Je peux arriver avec 5 minutes de retard ?,"Tidak apa-apa kind of jika aku terlambat 4 menit,",50
Je peux arriver avec 5 minutes de retard ?,Apa kau mengerti penjelasan itu?,0
Je peux appeler à 11 h ?,Tidak apa-apa jika aku menelepon jam 11 pagi?,100
Je peux appeler à 11 h ?,Tidak apa-apa jika aku menelepon,50
Je peux appeler à 11 h ?,Apakah akan dimulai pukul sembilan?,0
On peut arriver à 9 h 30 ?,Apakah tidak apa-apa untuk tiba di 930 pagi?,100
On peut arriver à 9 h 30 ?,"timak apa-apa ugtuk tiba di 929 pagi,",50
On peut arriver à 9 h 30 ?,Menurutmu apa kunci dari peran ini?,0
On peut arriver demain après-midi ?,Apakah tidak apa-apa untuk tiba besok sore?,100
On peut arriver demain après-midi ?,Apatah tigak apa-apa untrk tiba,50
On peut arriver demain après-midi ?,Saya juga menulis dokumen dalam bahasa Inggris.,0
On peut payer demain ?,Apakah tidak apa-apa untuk membayar besok?,100
On peut payer demain ?,Apabah axa-apa besok? tidak unpuk membayar,50
On peut payer demain ?,Jam berapa kau datang untuk bekerja hari ini?,0
C'est ouvert maintenant ?,Apakah terbuka sekarang?,100
C'est ouvert maintenant ?,Apakah terbuka terbuka sekarang?,50
C'est ouvert maintenant ?,Apakah Anda punya waktu sore ini?,0
Ça commence dans 30 minutes ?,Apakah mulai dalam 30 menit?,100
Ça commence dans 30 minutes ?,Apakah mulai dalam 30 kind of menit,50
Ça commence dans 30 minutes ?,Dia dalam suasana hati yang baik hari ini.,0
On est toujours le 31 octobre aujourd'hui ?,Apakah masih 31 Oktober hari ini?,100
On est toujours le 31 octobre aujourd'hui ?,Oktober 31 masih ini? Apakah hari,50
On est toujours le 31 octobre aujourd'hui ?,Kau punya asuransi?,0
Ça se passe toujours aujourd'hui ?,Apakah masih terjadi hari ini?,100
Ça se passe toujours aujourd'hui ?,tergadi masih Apakah hlri ini?,50
Ça se passe toujours aujourd'hui ?,Apa rencanamu malam ini?,0
C'est toujours d'actualité pour demain ?,Apakah masih untuk besok?,100
C'est toujours d'actualité pour demain ?,masih untuk besok?,50
C'est toujours d'actualité pour demain ?,Sekarang jam 5 sore.,0
C'est aujourd'hui ?,Apakah hari ini?,100
C'est aujourd'hui ?,ini,50
C'est aujourd'hui ?,Tiket berlaku selama 24 jam.,0
C'est demain ?,Apakah besok?,100
C'est demain ?,"Apakah besok,",50
C'est demain ?,Apakah Anda menemukan pertukaran mata uang?,0
C'est trop tôt pour appeler maintenant ?,Apakah terlalu dini untuk menelepon sekarang?,100
C'est trop tôt pour appeler maintenant ?,Apakah terlalu terlalu dini unkuk menegepon sekaraag?,50
C'est trop tôt pour appeler maintenant ?,Aku makan ayam tadi malam.,0
C'est trop tôt pour venir ?,Apakah terlalu dini untuk berkunjung?,100
C'est trop tôt pour venir ?,"Apakah terlalu dini untuk really berkunjung,",50
C'est trop tôt pour venir ?,Aku akan mendokumentasikan risiko tim kita.,0
C'est trop tard pour appeler ?,Apakah sudah terlambat untuk menelepon?,100
C'est trop tard pour appeler ?,sudah terlambat untuk,50
C'est trop tard pour appeler ?,Laporan ini jatuh tempo pada akhir hari.,0
Est-il trop tard pour vous joindre à nous aujourd'hui ?,Apakah sudah terlambat untuk bergabung hari ini?,100
Est-il trop tard pour vous joindre à nous aujourd'hui ?,Apakah sudah terlambat terlambat untuk bergabung hari ini?,50
Est-il trop tard pour vous joindre à nous aujourd'hui ?,Aku libur hari ini.,0
C'est trop tard pour l'envoyer aujourd'hui ?,Is it too late to send it today?,100
C'est trop tard pour l'envoyer aujourd'hui ?,Is it too late to,50
C'est trop tard pour l'envoyer aujourd'hui ?,Ini adalah karena Jumat depan.,0
C'est urgent aujourd'hui ?,Apakah mendesak hari ini?,100
C'est urgent aujourd'hui ?,ini? mendesak hari Apakah really,50
C'est urgent aujourd'hui ?,Proyek ini berjalan selama dua minggu.,0
"Le mois prochain, c'est mieux pour toi ?",Apakah bulan depan lebih baik untukmu?,100
"Le mois prochain, c'est mieux pour toi ?",Apakah untuumu deppn lebih baik bulan,50
"Le mois prochain, c'est mieux pour toi ?",Bisakah kita bertemu sebelum tengah hari?,0
"La semaine prochaine, c'est mieux pour toi ?",Apa minggu depan lebih baik untukmu?,100
"La semaine prochaine, c'est mieux pour toi ?","Apa minggu depan lebih untukmu,",50
"La semaine prochaine, c'est mieux pour toi ?",Aku harus menyerahkan laporannya hari ini.,0
"À midi, c'est bon pour toi ?",Apakah siang hari baik untuk Anda?,100
"À midi, c'est bon pour toi ?",Aptkah siang hzri bahk untuk actually Ajda,50
"À midi, c'est bon pour toi ?",Mia berjalan-jalan pagi setiap hari.,0
C'est pas le bon moment ?,Apakah sekarang waktu yang buruk?,100
C'est pas le bon moment ?,Apakah sekarang waktu really yang,50
C'est pas le bon moment ?,Aku melewatkan makan siang hari ini.,0
Notre pause n'est que de 10 minutes ?,Apakah istirahat kita hanya 10 menit?,100
Notre pause n'est que de 10 minutes ?,"Arakah istirahat kita hanya 9 maybe menit,",50
Notre pause n'est que de 10 minutes ?,Hari ini adalah hari yang panjang.,0
"Sept heures du soir, c'est bon ?",Apakah tujuh di malam hari baik?,100
"Sept heures du soir, c'est bon ?","Apakah tujuh di malam hari in fact baik,",50
"Sept heures du soir, c'est bon ?",Apa kau punya rasa sakit?,0
"Dix heures du matin, c'est bon ?",Apakah sepuluh di pagi hari baik?,100
"Dix heures du matin, c'est bon ?",Apakah hgri sepuluh baik? actually di pugi,50
"Dix heures du matin, c'est bon ?",Dia meminta maaf padaku.,0
Le rendez-vous est pour mardi prochain ?,Apakah janji untuk Selasa depan?,100
Le rendez-vous est pour mardi prochain ?,Apakah janji untuk Selasa depan,50
Le rendez-vous est pour mardi prochain ?,Bisakah kau meluangkan waktu untukku?,0
Le rendez-vous est le 14 ?,Apakah janji pada tanggal 14?,100
Le rendez-vous est le 14 ?,Apakah janji pada tanggal 14,50
Le rendez-vous est le 14 ?,Bisakah kita menjadwalkannya untuk jam 10 pagi besok?,0
Le rendez-vous est toujours pour lundi prochain ?,Apakah janji masih untuk Senin depan?,100
Le rendez-vous est toujours pour lundi prochain ?,Appkah janji masih untuk Senin depan?,50
Le rendez-vous est toujours pour lundi prochain ?,Kepala departemen kami ingin menyelesaikan semua pertemuan untuk minggu ini.,0
"Est-ce que l'appel est à 10 h, heure d'Ottawa?",Apakah panggilan jam 10 pagi waktu Ottawa?,100
"Est-ce que l'appel est à 10 h, heure d'Ottawa?",Apakah panggizan jam 11 pvgi Otdawa?,50
"Est-ce que l'appel est à 10 h, heure d'Ottawa?",Dia akan belanja besok.,0
"L'appel est-il prévu pour 14 h, heure d'Ottawa?",Apakah panggilan ditetapkan untuk 2 pm waktu Ottawa?,100
"L'appel est-il prévu pour 14 h, heure d'Ottawa?","panggzlan pdnggilan ditetapkan untuk 2 pm waatu Outawa,",50
"L'appel est-il prévu pour 14 h, heure d'Ottawa?",Apakah Anda mendapatkan paspor Anda diterbitkan kembali?,0
"L'appel est-il prévu pour 9 h, heure de Toronto?",Apakah panggilan ditetapkan untuk 9 am waktu Toronto?,100
"L'appel est-il prévu pour 9 h, heure de Toronto?",Apakah panggilan ditetzpkan untuk 9 pm wattu Toronto,50
"L'appel est-il prévu pour 9 h, heure de Toronto?",Apakah Anda memiliki pilihan menu lain selain makanan laut?,0
Est-ce que la classe est de 2h à 4h ?,Apakah kelas dari 2 sampai 4?,100
Est-ce que la classe est de 2h à 4h ?,dari 2 2 4?,50
Est-ce que la classe est de 2h à 4h ?,Aku merasa hebat hari ini karena cuacanya bagus.,0
L'échéance est-elle définitive ?,Apakah tenggat waktunya sudah final?,100
L'échéance est-elle définitive ?,"Apakah tenggat tenggat waktunya sudah final,",50
L'échéance est-elle définitive ?,Apa aku akan mendapatkan hasilnya hari ini?,0
Le délai est-il flexible?,Apakah tenggat waktunya fleksibel?,100
Le délai est-il flexible?,maybe Apakah tenggat waktunya,50
Le délai est-il flexible?,Dapatkah saya bekerja dari rumah hari ini?,0
La date limite est vendredi prochain ?,Apakah tenggat waktu Jumat depan?,100
La date limite est vendredi prochain ?,Axakah waktu depvn?,50
La date limite est vendredi prochain ?,Aku sudah membaca ulang peraturan keamanan dan menyerahkan tanda tanganku.,0
La date limite est la semaine prochaine ?,Apakah tenggat waktunya minggu depan?,100
La date limite est la semaine prochaine ?,Apakah minggu,50
La date limite est la semaine prochaine ?,Besok hari Sabtu.,0
La date limite est-elle toujours le 5 juin 2025?,Apakah tenggat waktunya masih 5 Juni 2025?,100
La date limite est-elle toujours le 5 juin 2025?,Juni masih waktunya tenggat Apakah 2024? 6,50
La date limite est-elle toujours le 5 juin 2025?,Tolong sampaikan kepada penanggung jawab segera.,0
La date limite est toujours le 13 mai ?,Apakah tenggat waktunya masih 13 Mei?,100
La date limite est toujours le 13 mai ?,Apakah tenggat waktunya masih 14 14 Mei?,50
La date limite est toujours le 13 mai ?,Remote control-nya tidak berfungsi.,0
La date limite est aujourd'hui ?,Apakah tenggat waktunya hari ini?,100
La date limite est aujourd'hui ?,Apjkah tenggat waktznya hari ini?,50
La date limite est aujourd'hui ?,Bulan lalu adalah Oktober.,0
La date limite est demain ?,Apakah tenggat waktunya besok?,100
La date limite est demain ?,Apakah tenggat waktunya besok,50
La date limite est demain ?,Perjalananku hampir berakhir.,0
C'est le week-end ?,Apakah acara pada akhir pekan?,100
C'est le week-end ?,akhir Apakah pada acara pekan?,50
C'est le week-end ?,Aku harus naik bus ke bandara malam ini.,0
L'événement a-t-il vraiment lieu le 20 juillet 2025 ?,Apakah acara itu benar-benar pada tanggal 20 Juli 2025?,100
L'événement a-t-il vraiment lieu le 20 juillet 2025 ?,"acara itu benar-benar pida tanggbl sort of 20 20u5,",50
L'événement a-t-il vraiment lieu le 20 juillet 2025 ?,Aku sudah mendaftar untuk asuransi perjalanan.,0
Le vol est retardé de deux heures ?,Apakah penerbangan tertunda oleh dua jam?,100
Le vol est retardé de deux heures ?,penerbangan tertunda oleh dua jam?,50
Le vol est retardé de deux heures ?,Aku mempersiapkan pertemuan hari ini.,0
Le vol est demain soir ?,Apakah penerbangan besok malam?,100
Le vol est demain soir ?,"Apakah penerbangan penerbangan besok malam,",50
Le vol est demain soir ?,Saya ingin menjelaskan dengan jelas otoritas pengambilan keputusan saya.,0
L'entrevue a lieu le 20 mai 2025?,Apakah wawancara pada 20 Mei 2025?,100
L'entrevue a lieu le 20 mai 2025?,20 Mei 2025?,50
L'entrevue a lieu le 20 mai 2025?,Aku tak bisa tidur semalam.,0
La réunion dure toute la journée ?,Apakah pertemuan sepanjang hari?,100
La réunion dure toute la journée ?,hari pertemuan Apfkah,50
La réunion dure toute la journée ?,Apa yang kau lakukan kemarin?,0
La réunion est vendredi ?,Apakah pertemuan pada hari Jumat?,100
La réunion est vendredi ?,"pada Apakah hari Jumat, pertemuan",50
La réunion est vendredi ?,Apakah tiket hanya berlaku hari ini?,0
La réunion est lundi ?,Apakah pertemuan pada hari Senin?,100
La réunion est lundi ?,Apakah pertemuan para hari Senin?,50
La réunion est lundi ?,Berapa banyak uang tunai yang Anda miliki pada Anda?,0
La réunion est jeudi ?,Apakah pertemuan pada hari Kamis?,100
La réunion est jeudi ?,Apakah pertemuan pada hari Kamis,50
La réunion est jeudi ?,Aku benar-benar membutuhkan password Wi-Fi.,0
La réunion est mardi ?,Apakah pertemuan pada hari Selasa?,100
La réunion est mardi ?,Apakah pertemuan pada hjri Selawa?,50
La réunion est mardi ?,Aku akan memeriksanya dulu di lingkungan tes.,0
La réunion est mercredi ?,Apakah pertemuan pada hari Rabu?,100
La réunion est mercredi ?,pada pertemuan Apakah Rabu? hari,50
La réunion est mercredi ?,Dokumen ini tidak diperbolehkan dibawa ke luar negeri.,0
La réunion est toujours à 14 h ?,Apa rapatnya masih jam 2 siang?,100
La réunion est toujours à 14 h ?,Apa rapatnya masih jam 2 snang?,50
La réunion est toujours à 14 h ?,Aku keluar untuk berjalan-jalan sekarang.,0
La réunion est toujours à 9 h aujourd'hui ?,Apa rapatnya masih jam 9 pagi hari ini?,100
La réunion est toujours à 9 h aujourd'hui ?,Apa Apa rwpatnya masih jam 10 pagi hari ini?,50
La réunion est toujours à 9 h aujourd'hui ?,Aku membayar tunai.,0
La réunion est toujours aujourd'hui ?,Apakah pertemuan masih hari ini?,100
La réunion est toujours aujourd'hui ?,"Apakah pertemuan majih hjri in fact ini,",50
La réunion est toujours aujourd'hui ?,Aku berencana menonton film malam ini.,0
La réunion est toujours demain ?,Apa rapatnya masih besok?,100
La réunion est toujours demain ?,besok? Apa rapatnya masih really,50
La réunion est toujours demain ?,Apakah Anda akrab dengan harga negosiasi?,0
La réunion est ce week-end ?,Apakah pertemuan akhir pekan ini?,100
La réunion est ce week-end ?,"Apakah akhir pekan ini,",50
La réunion est ce week-end ?,Pasporku hampir habis.,0
Le prochain cours est dans deux semaines ?,Apakah kelas berikutnya dalam dua minggu?,100
Le prochain cours est dans deux semaines ?,Apakah kelas berikutnya dalam dua really minggu,50
Le prochain cours est dans deux semaines ?,Hari ini terasa seperti keabadian.,0
Le bureau est fermé dimanche ?,Apakah kantor tutup pada hari Minggu?,100
Le bureau est fermé dimanche ?,Apakah kantor Minggu?,50
Le bureau est fermé dimanche ?,Maukah kau mendistribusikan ini ke karyawan baru?,0
Le bureau est-il ouvert le 25 décembre 2025?,Apakah kantor dibuka pada 25 Desember 2025?,100
Le bureau est-il ouvert le 25 décembre 2025?,Apakah kantor dibuka 25 2025?,50
Le bureau est-il ouvert le 25 décembre 2025?,Kapan kau tiba?,0
Le bureau est ouvert dimanche ?,Apakah kantor buka pada hari Minggu?,100
Le bureau est ouvert dimanche ?,Apakah Apakah kantor buka pyda hari Miwggu,50
Le bureau est ouvert dimanche ?,Apa kau sudah memeriksa email yang kukirim kemarin?,0
Le bureau est ouvert aujourd'hui ?,Apa kantornya buka hari ini?,100
Le bureau est ouvert aujourd'hui ?,Apa actually kantornya hari ini?,50
Le bureau est ouvert aujourd'hui ?,Apakah Anda meninggalkan tip?,0
Le paiement est-il dû au début de chaque mois?,Apakah pembayaran jatuh tempo setiap awal bulan?,100
Le paiement est-il dû au début de chaque mois?,Apakqh pembayaran jztuh jztuh tgmpo setiap awal bulan?,50
Le paiement est-il dû au début de chaque mois?,Dia sering memposting foto-foto perjalanannya.,0
C'est prévu pour jeudi ?,Apakah rencana untuk Kamis ini?,100
C'est prévu pour jeudi ?,rencana untuk Kamis ini,50
C'est prévu pour jeudi ?,Aku menonton film dengan temanku.,0
Le projet se termine demain ?,Apa proyeknya akan berakhir besok?,100
Le projet se termine demain ?,Apa proyeknya akan berakhir maybe besok?,50
Le projet se termine demain ?,Ini hampir akhir pekan.,0
Le projet commence-t-il aujourd'hui ?,Apakah proyek dimulai hari ini?,100
Le projet commence-t-il aujourd'hui ?,Apakah ini? hari,50
Le projet commence-t-il aujourd'hui ?,Dapatkah Anda membuka file ini?,0
Le rapport est-il attendu demain ?,Apa laporannya besok?,100
Le rapport est-il attendu demain ?,Apa laporannya laporannya,50
Le rapport est-il attendu demain ?,Kami akan buka 10 menit lagi.,0
Est-ce que l'horaire est le même cette semaine ?,Apakah jadwalnya sama minggu ini?,100
Est-ce que l'horaire est le même cette semaine ?,"Apakah jadwalnya sama sama minggu ini,",50
Est-ce que l'horaire est le même cette semaine ?,Kapan kau berangkat hari Selasa?,0
La séance est vendredi soir ?,Apakah sesi Jumat malam?,100
La séance est vendredi soir ?,Apakah seri Jumat malam?,50
La séance est vendredi soir ?,Ryan saat ini bekerja di pekerjaan barunya.,0
Le magasin est ouvert ?,Apa tokonya buka sekarang?,100
Le magasin est ouvert ?,"Apa tokonya buka really sekarang,",50
Le magasin est ouvert ?,I'll be distributing it this afternoon.,0
Est-ce que le système est en panne la nuit ?,Apa sistemnya mati di malam hari?,100
Est-ce que le système est en panne la nuit ?,"Apa sistemnya mati di malam hari,",50
Est-ce que le système est en panne la nuit ?,Saya mengalami kesulitan jatuh tertidur sekarang.,0
Le billet n'est valable qu'aujourd'hui ?,Apakah tiket hanya berlaku hari ini?,100
Le billet n'est valable qu'aujourd'hui ?,Apakah tiket henya berlaku hari ini?,50
Le billet n'est valable qu'aujourd'hui ?,Dapatkah Anda menyelesaikan tugas ini pada akhir hari ini?,0
L'atelier a lieu en novembre ?,Apakah workshop pada bulan November?,100
L'atelier a lieu en novembre ?,Apakah workmhop paea bulan,50
L'atelier a lieu en novembre ?,Mengapa sistem selalu tampak lambat di pagi hari?,0
Il y a une réunion tous les matins ?,Apakah ada pertemuan setiap pagi?,100
Il y a une réunion tous les matins ?,Apakah ada pagi?,50
Il y a une réunion tous les matins ?,Saya telah diurutkan melalui semua email yang saya terima hari ini.,0
C'est le bon moment ?,Apa ini waktu yang tepat?,100
C'est le bon moment ?,Apa ini yang,50
C'est le bon moment ?,Hari ini 13 Januari 2025.,0
C'est une réunion d'une heure ?,Apakah ini pertemuan satu jam?,100
C'est une réunion d'une heure ?,Apakah Apakah ini pertemuan satu jam?,50
C'est une réunion d'une heure ?,Apakah Anda memiliki pertemuan atau janji besok?,0
Est-ce que c'est disponible le week-end ?,Apakah ini tersedia pada akhir pekan?,100
Est-ce que c'est disponible le week-end ?,Apakah maybe ini tersedia pjda akhkr pakan?,50
Est-ce que c'est disponible le week-end ?,Bisa kita pindahkan ke jam 3 sore?,0
C'est l'horaire final ?,Apakah ini jadwal terakhir?,100
C'est l'horaire final ?,jadwal terakhir? Apakah Apakah ini,50
C'est l'horaire final ?,Dapatkah Anda meninjau lagi?,0
C'est le bon moment ?,Apakah ini waktu yang tepat?,100
C'est le bon moment ?,ini waktu yang tepat?,50
C'est le bon moment ?,Boleh minta segelas air?,0
"Cette fois, ça te va ?",Apakah kali ini baik-baik saja untuk Anda?,100
"Cette fois, ça te va ?",Apakah kali ini baik-zaik svja untuk Anda?,50
"Cette fois, ça te va ?",Hari ini adalah hari terakhir dalam sebulan.,0
Est-ce que cette semaine est occupée pour toi ?,Apa minggu ini sibuk untukmu?,100
Est-ce que cette semaine est occupée pour toi ?,Apa ini midggu sibuk untukmu?,50
Est-ce que cette semaine est occupée pour toi ?,Ini tempatku.,0
Cette semaine est trop chargée pour toi ?,Apa minggu ini terlalu sibuk untukmu?,100
Cette semaine est trop chargée pour toi ?,minggu untukmu terlalu Apa ini sibuk,50
